"Nome Fantasia ","Responsável pelas compras","Telefone ","Rua","Bairro","Cidade","Atividade",""
"Bar do Dida ","Antonio Audisel Mendes ","28999088734","Rua linha vermelha,  1 , nossa senhora Aparecida ","Nossa Senhora Aparecida","Cachoeiro de Itapemirim","Restaurante",""
"Padaria nada dos pães","Ariane","28999562208","Av Beira Rio 327","Beira Rio","Cachoeiro de Itapemirim","Padaria",""
"Beek chicken lizzaria","Fechado","28999329677","Av Beira Rio","Beira Rio","Cachoeiro de Itapemirim","Restaurante",""
"Sabor do  frango","Verificar","28999964723","Av Beira Rio","Beira Rio","Cachoeiro de Itapemirim","Restaurante",""
"Bar Familia ","Flavio ","28999291401","Rua juvenancio Coutinho,  3 , Santa Helena ","Santa Helena","Cachoeiro de Itapemirim","Restaurante",""
"Hotel Rio grande","Ana Cláudia / Roberto","28999550247","Av Beira Rio número 463","Beira Rio","Cachoeiro de Itapemirim","Restaurante",""
"Churrascaria rio grande","Joaquim /Helio","2835260666","Av Beira Rio número 463","Beira Rio","Cachoeiro de Itapemirim","Restaurante",""
"Padaria Confeitaria Requinte ","Katia","28999095252","Rua Santa Teresinha,  14, Santa Helena ","Santa Helena","Cachoeiro de Itapemirim","Padaria",""
"Padaria Carvalho ","Ediana ","28999031442","Rua Jose Rebelo , 112, Ibitiquara ","Ibitiquara","Cachoeiro de Itapemirim","Padaria",""
"Padaria três amores","Renan / fabia","28999712511","Av Mauro Miranda madureira número 43","Coramara","Cachoeiro de Itapemirim","Padaria",""
"Js  mercearia","Sílvia","28999132191","Rua Guido carlete número 02","Teixeira Leite","Cachoeiro de Itapemirim","Mercearia",""
"Bar do Miltinho ","Milton","28999158162","Rua Jose Rebelo, 79, Nossa Senhora da Penha ","Nossa Senhora da Penha","Cachoeiro de Itapemirim","Restaurante",""
"Bar do braz","José Braz Nunes pazini","28999238971","Rua Guido carlete número 25","Teixeira Leite","Cachoeiro de Itapemirim","Restaurante",""
"Comercial Passoni","Fabricio ","28999990441","Rua Jose Rebelo,  37, Nossa Senhora da Penha ","Nossa Senhora da Penha","Cachoeiro de Itapemirim","Mercearia",""
"Bar Visual","Paulinho","28999716444","Rua José Rebelo,  24, Nossa Senhora da Penha ","Nossa Senhora da Penha","Cachoeiro de Itapemirim","Restaurante",""
"Bar do Torresmo ","Joao de Sa Sousa ","28999656455","Rua Princesa Isabel , 75, Nossa Senhora da Penha ","Nossa Senhora da Penha","Cachoeiro de Itapemirim","Restaurante",""
"Auto posto trevo","Francilene","28999504199","Rodovia engenheiro  Fabiano vivaco","União","Cachoeiro de Itapemirim"," Conveniência",""
"Bar do Celso","Celso","28999844599","Av Jones dos Santos Neves número 1137","Centro","Cachoeiro de Itapemirim","Restaurante",""
"Lanchonete Metralhas","Vinícius ","28999755770","Rua Antônio Adverci, 182, Ibitiquara ","Ibitiquara","Cachoeiro de Itapemirim","Restaurante",""
"Bar do Marcio ","Marcio ","28999814948","Rua lucinia Braga Machado , 196, santa Cecilia ","Santa Cecília","Cachoeiro de Itapemirim","Restaurante",""
"Comercial vaillat"," Tiago ","28999415278","Av Jones dos Santos Neves número 782","Centro","Cachoeiro de Itapemirim","Supermercado",""
"Lanchonete Padaria Ponto Certo","Marcos ","28999735436","Rua Jose  Rosa Machado , 47, Abelardo Ferreira Machado ","Abelardo Ferreira Machado","Cachoeiro de Itapemirim","Restaurante",""
"Posto santa clara","Francilene","28999504199","Rod. Engenheiro Fabiano Vivacqua , 1414 a 1452 morro grande Cachoeiro","Morro Grande","Cachoeiro de Itapemirim"," Conveniência",""
"Posto união","Francilene","28999504199","Rod. Engenheiro Fabiano Vivacqua. N° 2096. Alvares Tavares. Br 482/ Safra","Morro Grande","Cachoeiro de Itapemirim"," Conveniência",""
"Posto soturno Ltda","Francilene","28999504199","rod . Gumercino Moura Nunes, s/n vargem grande de Saturno","Vargem grande de Soturno","Soturno"," Conveniência",""
"Posto Itaoca Ltda epp","Francilene","28999504199","Rua Deoclesio Cossi ,s/n destrito de Itaoca c. Itapemirim","Distrito de Itaoca","Distrito de Itaoca"," Conveniência",""
"Posto união das pedras  ltda","Francilene","28999504199","Rod. Gumercino Moura Nunes , n° 164, salgadinho c. Itapemirim ES","Vila Rica","Cachoeiro de Itapemirim"," Conveniência",""
"Posto avenida ","Francilene","28999504199","Francisco Lacerda de Aguiar ,n° 558 paraíso","Paraiso","Cachoeiro de Itapemirim"," Conveniência",""
"Posto Brasil Cachoeiro ltda","Francilene","28999504199","Praça Gastão  PIN ,7 aquidaban c. De Itapemirim","Aquidaban","Cachoeiro de Itapemirim"," Conveniência",""
"Dipetrol comércio de derivados de petróleo Ltda","Francilene","28999504199","Rua Dr Amilcar figliuzzi - 162 , coronel Borges c.de Itapemirim","Coronel Borges","Cachoeiro de Itapemirim"," Conveniência",""
"Posto são ajudas Tadeu Ltda EPP","Francilene","28999504199","Rua Bernardo horta , número 143 guandu c.itapemerim","Guandú","Cachoeiro de Itapemirim"," Conveniência",""
"Posto Rainha Ltda","Francilene","28999504199","Av José Félix cheim  , número 46  IBC. C. Itapemirim","IBC","Cachoeiro de Itapemirim"," Conveniência",""
"Posto Beira Rio Ltda","Francilene","28999504199","Rua  doutor Deolindo , n° 201 , Baiminas ","Baiminas","Cachoeiro de Itapemirim"," Conveniência",""
"Posto de combustível pedra da ema Ltda","Francilene","28999504199","Fazenda floresta s/n. Zona rural Burarama. Cep 29.327.000","Zona Rural","Burarama"," Conveniência",""
"Posto Rio Negro Ltda","Francilene","28999504199","Rod. Governador Mario Covas , número 493., B Seac","IBC","Cachoeiro de Itapemirim"," Conveniência",""
"Pérola capixaba revenda de petróleo Ltda me","Francilene","28999504199","Avenida Rubens Rangel , 801, centro ( marataizes ES","Rubens Braga","Cachoeiro de Itapemirim"," Conveniência",""
"Posto esplanada Eireli me ","Francilene","28999504199","rod.safra x marataizes s/n esplanada","Safra","Cachoeiro de Itapemirim"," Conveniência",""
"Petromax comércio de combustível ltda","Francilene","28999504199","Ro . Olímpio Pinto Campos Figueredo n° 315 presidente Kennedy centro ","Centro","Presidente Kenedy"," Conveniência",""
"Auto posto Celina Ltda","Francilene","28999504199","RO. Br 482:s/n Celina alegres ","",""," Conveniência",""
"Auto posto redenção Ltda ","Francilene","28999504199","Praça João acacinho 160 centro Guaicuí","",""," Conveniência",""
"Auto posto fronteira ltda","Francilene","28999504199","Av. Firmino Dias , S/N centro dores do rio  preto  ","",""," Conveniência",""
"Auto posto pedra menina Ltda","Francilene","28999504199","Rua projetada s/n pedra menina dores do rio preto","",""," Conveniência",""
"Nazarao distribuidora de petróleo ltda","Francilene","28999504199","ROD. Br 101 sul - zona rural  praça do oriente Atílio Vivácqua","",""," Conveniência",""
"Bar 1 Ponto ","CLAUDIA/ NILSON","28999664258","Rua Geovani Costa, 2, Abelardo Machado ","Abelardo Ferreira Machado","Cachoeiro de Itapemirim","Restaurante",""
"Gulodices Salgados ","Solimar/ Simoni","28998861002","Rua Jose Machado, 236, Nossa Senhora de Fátima ","Nossa Senhora da Fatima","Cachoeiro de Itapemirim","Restaurante",""
"Casa da Bala ","José Antônio ","28999929870","Rua Jose Rosa Machado, 241, Alto Novo Parque ","Alto Novo Parque","Cachoeiro de Itapemirim","Confeitaria",""
"Banco de Pau","Estava Fechado, tem de ligar ","28999490429","Rua Jose  Rosa Machado , 249 , Alto Novo Parque ","Alto Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Padaria Mil Delicias ","Anderson ","28999628144","Avenida Jose Rosa Machado,  257, alto novo parque ","Alto Novo Parque","Cachoeiro de Itapemirim","Padaria",""
"Churrasquinho do Italiano ","Tarcilio","28999615360","Rua José Rosa Machado , 395, Nossa Senhora de Fátima ","Nossa Senhora da Fatima","Cachoeiro de Itapemirim","Restaurante",""
"Padaria Bello Pao ","Lucineia ","28999016194","Rua Manuel Belmiro dos Santos,  36, Nossa Senhora de Fátima ","Nossa Senhora da Fatima","Cachoeiro de Itapemirim","Padaria",""
"Bar Mimi","Esaldemir Ferreira ","28988170243","Rua Gesse de Freitas,  67, Abelardo Ferreira Machado ","Abelardo Ferreira Machado","Cachoeiro de Itapemirim","Restaurante",""
"Bar do Tiririca ","Jose Luiz Dos Santos ","28999871077","Rua Gesse de Freitas,  21, Abelardo Ferreira Machado ","Abelardo Ferreira Machado","Cachoeiro de Itapemirim","Restaurante",""
"Lanchonete Silva ","Sr Augusto ","28999518590","Rua Manuel Fonseca , 20 , Ferroviários ","Ferroviarios","Cachoeiro de Itapemirim","Restaurante",""
"Bar do Silveira ","Sr Silveira ","28999631073","Rua Manuel Fonseca,  13, Ferroviários ","Ferroviarios","Cachoeiro de Itapemirim","Restaurante",""
"Supermercado Moinhos","Cleber Salvador ","28998868923","Rua Manuel Fonseca,  15, Ferroviários ","Ferroviarios","Cachoeiro de Itapemirim","Supermercado",""
"Restaurante leal ","Roberto ","28999210814","Rua Fernando de Abreu,  47 , Ferroviários ","Ferroviarios","Cachoeiro de Itapemirim","Restaurante",""
"Bar do Dinho ","Reginaldo ","28999911212","Rua Anacleto Ramos,  64, Ferroviários ","Ferroviarios","Cachoeiro de Itapemirim","Restaurante",""
"Lanchonete do Dinho ","Dulce ","2899876899","Rua Anacleto Ramos,  69, Ferroviários ","Ferroviarios","Cachoeiro de Itapemirim","Restaurante",""
"SOS Bar ","Vinicius ","28999551987","Rua Anacleto Ramos,  84, Ferroviários ","Ferroviarios","Cachoeiro de Itapemirim","Restaurante",""
"Boteco do Benné","Benne","28999586139","Rua Pedro Macedo,  1 Santa Cecília.  Do lado igreja Católica ","Santa Cecília","Cachoeiro de Itapemirim","Restaurante",""
"Petrukios Bar ","Carlos ","28999188865","Avenida Jose Rosa Machado,  199, Alto Novo Parque ","Alto Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Skinas Bar ","Jose Roberto ","28999234954","Rua Brahim Deps , 107, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Imperial Padaria","Marcelo Borges Ferri ","28999868348","Praca Elisio Imperial, 115, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Padaria",""
"Lecol ","WALTER JUNIOR ","28999550575","Rua jeremias Sando Vale , 137, Aquidaban","Aquidaban","Cachoeiro de Itapemirim","Comercio",""
"Mestra do Espetinho ","Fernanda Teixeira da Silva luquetti","28999624750","Rua Quarelli , 1 , Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Dieners Burguer ","Dieners","28999265413","Rua Antônio Ganhoto , Trailer,  Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Ronalds Lanches ","Vicente Cornel ","28999451365","Rua António Ganhoto s número.  Trailer,  Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Bar Bandeirantes ","Tiago ","28999762260","Praca da Bandeira, 16 , Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Supermercado Praca da Bandeira ","Luis Alberto ","28999528792","Rua Ivan Machado Penedo, 1, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Supermercado",""
"Lanches Emanuel ","Dulcineia ","28999660444","Rua Cariri, N1 , Trailler , Aquidaban.  Do lado do Elefante Branco ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Padaria e Confeitaria Por do Sol ","Mirlya","28999464074","Rua Manuel Fonseca,  8 , Ferroviários ","Ferroviarios","Cachoeiro de Itapemirim","Padaria",""
"Padaria Boa Massa ","Neusa dos Santos ","28999439635","Avenida Bolivar de Abreu , 5 , ","Aquidaban","Cachoeiro de Itapemirim","Padaria",""
"Marcelos Bar ","Marcelo ","28999192926","Rua carli levi Ramos , 115, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Brazuca Lanches ","Joao Luiz Mozer ","28999739254","Rua Carli Levi Ramos, 119, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Bar do Adilson ","Adilson","28999551113","Avenida Carli Levi Ramos , Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Bar do Luis ","Luis ","28999220919","Rua Edmundo Ramos, 80, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Padaria Costa e Lima ","Raimunda Silva da Costa ","28999264415","Rua Edmundo Ramos, 80, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Padaria",""
"Bar Cara Nova ","Gleison Costa Ramos ","28999136839","Rua Edmundo Ramos,  80, parte do Bar . Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Bar Do Zezinho ","Jose Arildo Silva Ramos ","28999386005","Rua Edmundo Ramos,  227, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Tempero da Beth ","Beth ","28999275605","Rua Edmundo Ramos,  273, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Carioca Bar ","Hilário Machado Fernandes","28999551374","Rua Edmundo Ramos,  286, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Marta Marmitex ","Marta ","28999163301","Rua Pedro Cardeoli, 113, Alto Novo Parque","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"La Chapa Hamburgueria","Tem de ligar, estava fechado ","28999094644","Rua Eugênio Aurélio Brandao do Vale, 01, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Tio Montanha Hamburgueria ","Ivanildo Almeida ","28999392386","Avenida Bolivar de Abreu, 18 , Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Conveniência Posto Brasil Cachoeiro ","Gilsilene","28999788296","Praca Gastao Pim","Novo Parque","Cachoeiro de Itapemirim"," Conveniência",""
"Padaria MCC","Carminha","28999924382","Praca Gastao Pim, 12, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Padaria",""
"Bar do Baixinho ","Jose Angelo ","27996519243","Praca Gastao pim, 12, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Sorveteria Tropical ","Sirlei Joana Mouro da Siova ","28999070017","Rua Samuel Levy,  12, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Sorveteria",""
"Gelograus ","Cleber ","28992510462","Rua Mariano Simoes , 7, Alto Novo Parque ","Alto Novo Parque","Cachoeiro de Itapemirim","Distribuidora",""
"Caxu Cestas ","Rodrigo Pires ","28999451841","Rua Samuel Levy ,71, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Distribuidora",""
"Marmitex Mancha Negra ","Neuseli","2835223662","Rua Samuel Levy,  102, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Bar do Peçanha","Saulo","28999188218","Rua Samuel Levy,  113, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Sabor de Casa ","Criatina ","28999155286","Rua Samuel Levy,  118, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Mercearia Olinda Maria Simao Gomes","Helio Gomes ","2835225085","Rua samuel levy , 130, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Mercearia",""
"Padaria Kidelicia","Vagner","28999872830","Rua Samuel Levy,  136, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Padaria",""
"Diana mercado casa  gerente","Diana","27997577995","Rua  Nello Vello Boreli","Novo Parque","Cachoeiro de Itapemirim","Pessoa física",""
"Chopisco Lanches ","Veronica Pereira ","28999840079","Rua Samuel Levy,  253, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Lanchonete Lorys","Adileusa","28998827458","Rua Samuel Levy,  263 , Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Sabor do Povo ","Jurandi Duarte/Edineia","28999817493","Samuel Levy,  287,Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Pizzaria Mimas ","Tem de ligar, estava fechado. ","28999930182","Rua Samuel Levy,  307, loja 2 ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Dudas Restaurante ","Duda","28999674566","Rua Samuel Levy,  350, loja 3 Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Varejão dás carnes","WAGNER","28999759842","Rua Bernardo horta número 344 centro andu","Centro","Cachoeiro de Itapemirim","Distribuidora",""
"Sorveteria e Lanchonete DiPrimeira ","Estava fechado,  tem de ligar ","28999170561","Rua Samuel Levy,  321, Aquidaban ","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Armazem Confianca ","Sebastião Salvador ","28999223434","Rua Alziro Viana , 171, Ferroviários ","Ferroviarios","Cachoeiro de Itapemirim","Mercearia",""
"Padaria   do guandu","Sandra","28999361747","Rua Bernardo horta número 334","Centro","Cachoeiro de Itapemirim","Padaria",""
"Sol e Neve Sorveteria ","Michelle","3299481160","Avenida Pinheiro junior, 200 , Ibitiquara ","Ibitiquara","Cachoeiro de Itapemirim","Sorveteria",""
"Lanchonete Rinkao ","Ernande","28998161644","Rua Moreira, 7 , Independência ","Independencia","Cachoeiro de Itapemirim","Restaurante",""
"Bar do Tio ","Silvio ","28999718347","Rua Moreira , 16 , Independência ","Independencia","Cachoeiro de Itapemirim","Restaurante",""
"Garcia Pizza","Estava fechado,  tem de Ligar ","28999167599","Rua Moreira , 48, Independência ","Independencia","Cachoeiro de Itapemirim","Restaurante",""
"Balbinos Grill","Estava fechado,  tem de ligar ","28999923477","Avenida Monte Castelo , 10, Independência ","Independencia","Cachoeiro de Itapemirim","Restaurante",""
"Bar do Ceará","Francisco ","28999563763","Rua Levy Franzelis, 177, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Restaurante",""
"Supermercado Novo Parque ","Leidmara Peterle","28999583053","Rua Levino Fanzeres, 180, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Supermercado",""
"Padaria  Vitória ","Leticia / Selma ","28999186798","Rua Levino Fanzeris, 168, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Padaria",""
"Mercearia da Sonia ","Adriano ","28999759112","Avenida Levino Fanzelis, 205, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Mercearia",""
"Festa e Chocolate ","Karol ","28999245529","Rua Alfredo Levy Ramos, 261, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Loja",""
"Mercearia Dona Maria ","Dona Maria ","28999139946","Rua Benjamim Silva, 215, Novo Parque ","Novo Parque","Cachoeiro de Itapemirim","Mercearia",""
"Supermercado Bom Pastor ","Tiago Vieira Nascimento ","28988086178","Rua Adinalda Inacia, 65, Bom Pastos","Bom Pastor","Cachoeiro de Itapemirim","Supermercado",""
"Supermercado Santo Antônio ","Edailton","28999162778","Rua Lauro Lemos, 22, Bom Pastor ","Bom Pastor","Cachoeiro de Itapemirim","Supermercado",""
"Padaria e Lanchonete JLR ","Luis ","28988087175","Rua Lauro Lemos , 106, Alto Vilage ","Alto Vilage","Cachoeiro de Itapemirim","Restaurante",""
"Frango Assado Vem que tem","Jose Antônio ","28998810441","Rua Lauro Lemos , 114 , Village da Luz ","Village da Luz","Cachoeiro de Itapemirim","Restaurante",""
"Dom Ratones","Eliel ","28999431031","Rua Lauro Lemos, 130 , Village da Luz ","Village da Luz","Cachoeiro de Itapemirim","Restaurante",""
